what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1312373432562
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1312373433968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373434234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373435375
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1312373437859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373441015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373466484
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1312373466484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373483156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373485812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373491703
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373500859
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1312373500984
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1312373501390
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1312373501390
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1312373501406
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1312373501406
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1312373501406
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1312373501421
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1312373501421
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1312373501421
stopped,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1312373501421
stopped,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1312373501421
stopped,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1312373501421
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1312373501421
